suburb,point
,"41.9066,-87.6352"
,"41.901,-87.6238"
West Town,"41.9103,-87.6701"
Lower West Side,"41.858,-87.6408"
,"41.8899,-87.6343"
Rogers Park,"42.0046,-87.6614"
Woodlawn,"41.7851,-87.6011"
Hyde Park,"41.7917,-87.584"
Uptown,"41.9617,-87.6546"
Lake View,"41.9365,-87.6475"
Lincoln Park,"41.9215,-87.6538"
West Town,"41.8918,-87.6588"
Lincoln Park,"41.9208,-87.6637"
Loop,"41.884,-87.6247"
,"41.7219,-87.6229"
Near West Side,"41.8793,-87.6399"
West Town,"41.9076,-87.6725"
Lincoln Park,"41.9295,-87.6431"
West Town,"41.8887,-87.6445"
Near North Side,"41.8949,-87.6323"
Rogers Park,"42.0046,-87.6614"
Near North Side,"41.8977,-87.6235"
Loop,"41.887,-87.6128"
,"41.8923,-87.612"
West Town,"41.903,-87.6838"
,"41.8923,-87.612"
Lincoln Square,"41.9749,-87.6925"
Near North Side,"41.8986,-87.6219"
Near West Side,"41.8856,-87.6418"
Loop,"41.8728,-87.624"
Hyde Park,"41.7952,-87.5807"
Lake View,"41.9579,-87.6736"
Logan Square,"41.9178,-87.6824"
Near West Side,"41.8831,-87.657"
Near South Side,"41.8604,-87.6258"
Uptown,"41.9716,-87.6502"
,"41.9028,-87.6316"
Lower West Side,"41.8551,-87.6541"
Near North Side,"41.891,-87.6355"
Lincoln Park,"41.9208,-87.6637"
,"41.903,-87.6313"
Lincoln Park,"41.9255,-87.6537"
West Town,"41.9033,-87.6784"
Near West Side,"41.8778,-87.6549"
Lincoln Park,"41.9183,-87.6363"
Near North Side,"41.894,-87.6293"
Lake View,"41.9367,-87.6368"
Douglas,"41.8421,-87.617"
Grand Boulevard,"41.8165,-87.6066"
Lake View,"41.9508,-87.6592"
Lincoln Park,"41.9326,-87.6364"
,"41.8899,-87.6343"
Lake View,"41.9437,-87.649"
Lower West Side,"41.8582,-87.6565"
Loop,"41.8814,-87.6241"
West Town,"41.9077,-87.6725"
Rogers Park,"42.001,-87.6612"
,"41.901,-87.6238"
Near North Side,"41.891,-87.6355"
Uptown,"41.964,-87.6382"
,"41.8923,-87.612"
Near West Side,"41.8821,-87.6398"
Near West Side,"41.8793,-87.6399"
Loop,"41.881,-87.6167"
Lake View,"41.9508,-87.6592"
Uptown,"41.964,-87.6382"
Lake View,"41.9579,-87.6736"
Lincoln Park,"41.9324,-87.6527"
Irving Park,"41.961,-87.7058"
Lake View,"41.9482,-87.6639"
Uptown,"41.9734,-87.6678"
Near West Side,"41.8822,-87.6411"
Avondale,"41.9353,-87.7169"
Near West Side,"41.8671,-87.6411"
Lincoln Park,"41.9312,-87.6443"
Lincoln Park,"41.9259,-87.639"
Near West Side,"41.875,-87.6732"
Edgewater,"41.9836,-87.6692"
Edgewater,"41.984,-87.6523"
,"41.9028,-87.6316"
Near North Side,"41.8949,-87.6323"
Rogers Park,"42.0126,-87.6744"
Near South Side,"41.8457,-87.6225"
,"41.899,-87.6299"
West Town,"41.8984,-87.6866"
Lincoln Park,"41.9218,-87.6441"
,"41.9023,-87.6277"
,"41.8943,-87.6226"
Lake View,"41.9357,-87.6636"
,"41.8923,-87.612"
Uptown,"41.9585,-87.655"
West Town,"41.9104,-87.6972"
Loop,"41.8847,-87.6277"
Lake View,"41.9494,-87.6545"
Woodlawn,"41.7851,-87.6011"
Lincoln Park,"41.9222,-87.6389"
Loop,"41.8759,-87.631"
Near West Side,"41.8819,-87.6488"
Near South Side,"41.8672,-87.6154"
Near North Side,"41.894,-87.6293"
Near West Side,"41.8822,-87.6411"
Near West Side,"41.8855,-87.6524"
,"41.8892,-87.6385"
West Town,"41.8956,-87.6721"
Avondale,"41.9353,-87.7169"
,"41.8989,-87.6298"
,"41.895,-87.619"
Loop,"41.8728,-87.624"
Near South Side,"41.8672,-87.626"
,"41.9023,-87.6277"
,"41.8947,-87.6344"
Near North Side,"41.8967,-87.6357"
Loop,"41.8869,-87.626"
Loop,"41.8721,-87.6296"
West Town,"41.896,-87.6678"
Lincoln Park,"41.9117,-87.6268"
,"41.8892,-87.6278"
Lake View,"41.9436,-87.6489"
Loop,"41.887,-87.6128"
Lincoln Park,"41.9121,-87.6347"
West Town,"41.9015,-87.6774"
,"41.901,-87.6238"
Loop,"41.8771,-87.6281"
Hyde Park,"41.7952,-87.5807"
Lincoln Park,"41.9121,-87.6347"
,"41.8947,-87.6344"
Lincoln Park,"41.9322,-87.6586"
Uptown,"41.964,-87.6382"
Loop,"41.8728,-87.624"
Lincoln Park,"41.9217,-87.6536"
,"41.8906,-87.6221"
Near North Side,"41.8967,-87.6357"
Near West Side,"41.8822,-87.6411"
Lake View,"41.9402,-87.653"
West Town,"41.903,-87.6838"
Kenwood,"41.8098,-87.5994"
,"41.8915,-87.6268"
Loop,"41.884,-87.6247"
Near West Side,"41.886,-87.677"
Loop,"41.8763,-87.6292"
Uptown,"41.9688,-87.6577"
Loop,"41.8725,-87.6335"
,"41.903,-87.6313"
Edgewater,"41.9908,-87.6696"
Near West Side,"41.8713,-87.6737"
Uptown,"41.9738,-87.6597"
Lincoln Park,"41.9288,-87.6685"
Loop,"41.8708,-87.6257"
West Town,"41.9094,-87.6777"
,"41.899,-87.6299"
,"41.8947,-87.6344"
Lincoln Park,"41.9239,-87.6358"
Loop,"41.8728,-87.624"
Logan Square,"41.916,-87.6772"
Avondale,"41.9452,-87.7066"
Lake View,"41.9408,-87.6392"
Uptown,"41.9695,-87.6547"
,"41.8944,-87.618"
Armour Square,"41.8385,-87.6354"
,"41.8947,-87.6187"
West Town,"41.8955,-87.682"
,"41.903,-87.6313"
Logan Square,"41.9159,-87.6774"
Near North Side,"41.894,-87.6293"
,"41.8892,-87.6278"
,"42.0649,-87.7153"
Douglas,"41.8421,-87.617"
,"41.899,-87.6299"
Lake View,"41.9437,-87.649"
Loop,"41.8784,-87.6329"
West Town,"41.9075,-87.6724"
,"41.9067,-87.6348"
Lake View,"41.9507,-87.6687"
Lake View,"41.9367,-87.6368"
Lincoln Park,"41.9121,-87.6347"
,"41.8896,-87.6344"
,"41.8968,-87.6214"
,"41.8568,-87.6339"
Uptown,"41.9617,-87.6546"
Uptown,"41.9658,-87.6454"
Near North Side,"41.8903,-87.6261"
Lincoln Park,"41.907,-87.6345"
Lincoln Park,"41.9117,-87.6268"
Loop,"41.8721,-87.6296"
Lincoln Park,"41.9313,-87.6387"
Loop,"41.881,-87.6167"
Near West Side,"41.8777,-87.6548"
Lake View,"41.9491,-87.6486"
,"41.8899,-87.6343"
West Town,"41.8963,-87.661"
Lincoln Park,"41.9157,-87.6346"
,"41.9076,-87.6386"
Lake View,"41.9401,-87.6455"
Lake View,"41.9433,-87.671"
,"41.956,-87.6802"
Loop,"41.881,-87.6167"
,"41.901,-87.6238"
Lincoln Park,"41.9326,-87.6364"
Loop,"41.8858,-87.6355"
,"41.8982,-87.6375"
Near West Side,"41.8819,-87.6488"
West Town,"41.9033,-87.6784"
Uptown,"41.9586,-87.6553"
Lincoln Park,"41.926,-87.6493"
Near West Side,"41.8746,-87.657"
,"41.8923,-87.612"
,"41.9063,-87.6274"
Near West Side,"41.872,-87.651"
Lake View,"41.9571,-87.6642"
Lake View,"41.9455,-87.6464"
Uptown,"41.9716,-87.6502"
Loop,"41.8708,-87.6258"
Lake View,"41.94,-87.66"
Lake View,"41.9528,-87.65"
Logan Square,"41.9142,-87.7168"
Lake View,"41.9437,-87.664"
Near North Side,"41.8938,-87.6295"
Rogers Park,"42.001,-87.6612"
,"41.8923,-87.612"
Loop,"41.8793,-87.632"
,"41.8923,-87.612"
Loop,"41.8908,-87.6186"
,"41.9067,-87.6348"
,"41.8906,-87.6221"
Lincoln Park,"41.9287,-87.6538"
Lake View,"41.9542,-87.6544"
,"41.9359,-87.6784"
Lincoln Park,"41.9288,-87.6641"
,"41.8969,-87.6217"
Loop,"41.881,-87.6241"
Douglas,"41.8386,-87.6082"
Uptown,"41.968,-87.65"
Irving Park,"41.9537,-87.7404"
Lincoln Park,"41.9289,-87.659"
Loop,"41.886,-87.6241"
,"41.9067,-87.6348"
,"41.8926,-87.6145"
Near North Side,"41.8938,-87.6415"
Near West Side,"41.8851,-87.6388"
Loop,"41.868,-87.6231"
Near South Side,"41.8576,-87.6194"
Lincoln Park,"41.9199,-87.6488"
,"41.9088,-87.652"
Near North Side,"41.891,-87.6181"
Near South Side,"41.8653,-87.6182"
Uptown,"41.9733,-87.6679"
Loop,"41.881,-87.6241"
,"41.903,-87.6313"
Near West Side,"41.8837,-87.6487"
Lake View,"41.9507,-87.6686"
West Town,"41.8916,-87.6484"
,"41.9067,-87.6348"
,"41.903,-87.6313"
,"41.8943,-87.6228"
Lincoln Park,"41.9182,-87.6569"
Lake View,"41.9331,-87.6478"
,"41.899,-87.6299"
Near North Side,"41.8947,-87.6384"
Uptown,"41.964,-87.6382"
Loop,"41.881,-87.6241"
Lake View,"41.9542,-87.6644"
Lake View,"41.9402,-87.653"
Lake View,"41.933,-87.6478"
Lake View,"41.9455,-87.6464"
Near North Side,"41.891,-87.6355"
Uptown,"41.9617,-87.6546"
Logan Square,"41.9295,-87.6842"
Edgewater,"41.984,-87.6523"
Lincoln Park,"41.9157,-87.6346"
Hyde Park,"41.7887,-87.6013"
Near North Side,"41.8942,-87.6305"
Near West Side,"41.8855,-87.6523"
Loop,"41.8869,-87.626"
Lincoln Park,"41.9324,-87.6527"
Loop,"41.8846,-87.6319"
Lake View,"41.9402,-87.653"
,"42.0571,-87.6866"
,"41.8899,-87.6343"
Lake View,"41.9494,-87.6545"
,"41.8923,-87.612"
West Town,"41.9034,-87.6678"
Near West Side,"41.869,-87.6591"
Armour Square,"41.8531,-87.6319"
Loop,"41.8728,-87.624"
West Ridge,"41.9903,-87.6934"
Loop,"41.8794,-87.6298"
West Town,"41.8886,-87.6444"
,"41.8923,-87.612"
Lincoln Park,"41.9326,-87.6364"
Douglas,"41.8246,-87.6168"
Lincoln Park,"41.9322,-87.6586"
Loop,"41.8793,-87.632"
Near West Side,"41.8742,-87.6396"
Loop,"41.8788,-87.6309"
West Town,"41.9103,-87.6701"
Loop,"41.884,-87.6247"
Loop,"41.8763,-87.6204"
Uptown,"41.964,-87.6382"
Lincoln Park,"41.9181,-87.6438"
West Town,"41.9096,-87.6775"
Near North Side,"41.8978,-87.6429"
Near North Side,"41.8891,-87.6278"
Loop,"41.8865,-87.6243"
Lincoln Park,"41.9295,-87.6431"
Near West Side,"41.8837,-87.6487"
Douglas,"41.8421,-87.617"
,"41.9069,-87.6262"
,"41.8923,-87.612"
Near North Side,"41.894,-87.6293"
Uptown,"41.9716,-87.6502"
Lincoln Park,"41.9137,-87.6529"
,"41.8915,-87.6268"
Lincoln Park,"41.9255,-87.6658"
Lincoln Park,"41.9219,-87.6441"
West Town,"41.892,-87.6894"
Lake View,"41.9456,-87.6464"
Lincoln Park,"41.9322,-87.6586"
Lake View,"41.9367,-87.6368"
Lake View,"41.9437,-87.6486"
,"41.8926,-87.6145"
,"41.8969,-87.6217"
Uptown,"41.964,-87.6382"
Lincoln Park,"41.9288,-87.6639"
Armour Square,"41.8345,-87.6318"
,"41.9067,-87.6348"
Near West Side,"41.8695,-87.6555"
,"41.901,-87.6238"
Douglas,"41.8421,-87.617"
Near West Side,"41.8739,-87.6683"
Lincoln Park,"41.9183,-87.6363"
Hyde Park,"41.7917,-87.584"
,"41.903,-87.6313"
,"41.8915,-87.6268"
Lake View,"41.9401,-87.6455"
Near West Side,"41.8837,-87.6487"
Lincoln Park,"41.9117,-87.6268"
Lincoln Park,"41.9117,-87.6268"
Hyde Park,"41.7917,-87.584"
Lincoln Park,"41.9324,-87.6528"
West Town,"41.9034,-87.6678"
Near West Side,"41.8783,-87.641"
,"41.9067,-87.6348"
Lincoln Park,"41.9157,-87.6346"
Near North Side,"41.892,-87.6217"
Lincoln Park,"41.9218,-87.6441"
Loop,"41.8795,-87.6257"
Near South Side,"41.8563,-87.6134"
Logan Square,"41.9296,-87.7079"
,"41.8915,-87.6268"
Lake View,"41.9401,-87.6531"
Lake View,"41.9402,-87.653"
Lincoln Park,"41.9295,-87.6431"
West Town,"41.8887,-87.6445"
Near North Side,"41.8947,-87.6384"
Hyde Park,"41.7995,-87.5864"
,"41.8945,-87.6178"
Near North Side,"41.894,-87.6293"
,"41.901,-87.6238"
,"41.9023,-87.6277"
Near North Side,"41.8986,-87.6219"
,"41.9067,-87.6348"
South Lawndale,"41.8446,-87.716"
Logan Square,"41.9164,-87.6667"
,"41.8896,-87.6368"
Lincoln Park,"41.9291,-87.6491"
Lincoln Park,"41.9117,-87.6268"
Loop,"41.8803,-87.6352"
West Town,"41.9007,-87.6626"
Near North Side,"41.894,-87.6293"
,"41.8892,-87.6278"
Logan Square,"41.916,-87.6773"
Edgewater,"41.984,-87.6603"
Loop,"41.8741,-87.6277"
Near West Side,"41.8748,-87.6864"
Lincoln Park,"41.9157,-87.6346"
Avondale,"41.9394,-87.7116"
West Town,"41.89,-87.65"
Lake View,"41.9542,-87.6544"
Lincoln Park,"41.9253,-87.6658"
West Town,"41.8946,-87.6535"
West Town,"41.9129,-87.6642"
,"41.8899,-87.6343"
Lake View,"41.9528,-87.65"
Lincoln Park,"41.9263,-87.6308"
Lake View,"41.9357,-87.6636"
Loop,"41.881,-87.6167"
Loop,"41.886,-87.6241"
Lincoln Park,"41.912,-87.6348"
,"41.8922,-87.6118"
Loop,"41.8813,-87.6295"
Loop,"41.8794,-87.6298"
Lake View,"41.9356,-87.6639"
,"41.943,-87.6873"
,"41.8923,-87.612"
Lake View,"41.9455,-87.6463"
Loop,"41.8821,-87.6251"
Lincoln Park,"41.9288,-87.6639"
Rogers Park,"42.001,-87.6612"
West Town,"41.8916,-87.6484"
,"41.8892,-87.6385"
Lake View,"41.9392,-87.6635"
Loop,"41.8797,-87.626"
,"41.8915,-87.6268"
Woodlawn,"41.7804,-87.5914"
,"42.0582,-87.6776"
Near West Side,"41.8817,-87.6395"
Grand Boulevard,"41.8167,-87.6194"
Loop,"41.8728,-87.624"
,"41.901,-87.6238"
Lincoln Park,"41.9257,-87.6584"
West Town,"41.9007,-87.6626"
Lake View,"41.9482,-87.6639"
Near South Side,"41.8638,-87.6235"
West Town,"41.8899,-87.6715"
Near West Side,"41.8866,-87.658"
,"41.8923,-87.612"
Uptown,"41.9617,-87.6546"
Lincoln Square,"41.9686,-87.696"
,"41.8923,-87.612"
Near South Side,"41.8566,-87.6275"
West Town,"41.9105,-87.6896"
Lake View,"41.9357,-87.6636"
Logan Square,"41.9265,-87.6977"
Lincoln Park,"41.9256,-87.6584"
Loop,"41.8908,-87.6186"
Loop,"41.881,-87.6241"
Near North Side,"41.894,-87.6293"
Lincoln Park,"41.9218,-87.6441"
,"41.908,-87.6315"
Uptown,"41.9658,-87.6454"
Douglas,"41.8386,-87.6082"
Loop,"41.8869,-87.626"
Uptown,"41.9617,-87.6546"
,"41.8943,-87.6228"
Near West Side,"41.8718,-87.6466"
Loop,"41.8852,-87.6262"
,"41.9067,-87.6348"
Lincoln Park,"41.9256,-87.6537"
Loop,"41.8847,-87.6195"
Uptown,"41.9611,-87.6496"
Lincoln Park,"41.9314,-87.6441"
Loop,"41.884,-87.6247"
Lincoln Park,"41.9032,-87.6343"
Loop,"41.8821,-87.6251"
Loop,"41.8765,-87.6205"
West Town,"41.8916,-87.6483"
Lincoln Park,"41.9256,-87.6537"
Near South Side,"41.8672,-87.626"
Near West Side,"41.8859,-87.6672"
,"41.8926,-87.6145"
Lincoln Park,"41.9268,-87.6344"
Loop,"41.8794,-87.6355"
Near West Side,"41.8838,-87.6414"
Lincoln Park,"41.9259,-87.639"
West Town,"41.8947,-87.6533"
,"41.8892,-87.6278"
,"41.8999,-87.6344"
Near West Side,"41.8841,-87.6568"
Lincoln Park,"41.9312,-87.6443"
West Ridge,"41.9942,-87.6894"
Douglas,"41.8347,-87.6258"
Lake View,"41.9508,-87.6592"
Near West Side,"41.8826,-87.6412"
Lake View,"41.9455,-87.6464"
Lincoln Park,"41.912,-87.6319"
Near South Side,"41.858,-87.6245"
Uptown,"41.9579,-87.6495"
Loop,"41.8777,-87.6353"
Lake View,"41.9437,-87.664"
Lake View,"41.9401,-87.6453"
Loop,"41.8862,-87.6256"
,"41.8915,-87.6268"
Lincoln Park,"41.9157,-87.6346"
Lincoln Park,"41.9208,-87.6637"
Near North Side,"41.8947,-87.6384"
Near West Side,"41.8837,-87.6487"
Grand Boulevard,"41.823,-87.6071"
Loop,"41.887,-87.6128"
Uptown,"41.964,-87.6382"
West Town,"41.9094,-87.6777"
Lake View,"41.9491,-87.6486"
Edgewater,"41.9948,-87.6603"
Near West Side,"41.8819,-87.6488"
Lincoln Park,"41.9322,-87.6586"
Near West Side,"41.8832,-87.6487"
Lincoln Park,"41.9259,-87.6493"
Lake View,"41.9542,-87.6544"
Near North Side,"41.8949,-87.6323"
Rogers Park,"42.0209,-87.6651"
Loop,"41.887,-87.6128"
Uptown,"41.9734,-87.6677"
,"41.9406,-87.6785"
Lake View,"41.9408,-87.6392"
Uptown,"41.9716,-87.6502"
Lincoln Park,"41.9312,-87.6443"
,"41.8922,-87.612"
Austin,"41.8879,-87.7744"
,"41.9488,-87.6753"
Lower West Side,"41.8551,-87.6541"
Lake View,"41.9437,-87.664"
Loop,"41.8846,-87.6274"
Humboldt Park,"41.9097,-87.7166"
Lincoln Park,"41.9326,-87.6364"
,"41.9096,-87.6482"
West Town,"41.9094,-87.6777"
Logan Square,"41.9248,-87.7145"
Lake View,"41.9365,-87.6475"
West Town,"41.8984,-87.6866"
,"41.8958,-87.6201"
,"41.901,-87.6238"
Lincoln Park,"41.9114,-87.6387"
Edgewater,"41.9836,-87.6692"
Loop,"41.887,-87.6128"
Lincoln Park,"41.9117,-87.6268"
Near West Side,"41.8832,-87.6511"
Loop,"41.881,-87.6167"
,"41.89,-87.6366"
Lake View,"41.9408,-87.6392"
Logan Square,"41.9164,-87.6667"
Near West Side,"41.8746,-87.657"
Near South Side,"41.8672,-87.626"
,"41.8908,-87.6317"
Uptown,"41.9617,-87.6546"
Loop,"41.8845,-87.6199"
Lincoln Park,"41.9295,-87.6431"
Loop,"41.884,-87.6247"
Near North Side,"41.894,-87.6293"
West Town,"41.9032,-87.6738"
,"41.9069,-87.6262"
Lincoln Park,"41.9117,-87.6268"
,"41.9543,-87.6861"
Near North Side,"41.8947,-87.6384"
Lake View,"41.9495,-87.6465"
Douglas,"41.8245,-87.6168"
Lincoln Park,"41.9313,-87.6387"
Lincoln Park,"41.9259,-87.6493"
Near North Side,"41.8918,-87.6206"
Edgewater,"41.984,-87.6523"
Lincoln Park,"41.9322,-87.6586"
Loop,"41.873,-87.6337"
,"41.8923,-87.612"
West Town,"41.9031,-87.6739"
West Town,"41.8887,-87.6445"
West Town,"41.89,-87.65"
Avondale,"41.9452,-87.7066"
Near South Side,"41.8605,-87.6258"
Lincoln Square,"41.9691,-87.6742"
,"41.9068,-87.627"
,"41.8923,-87.612"
,"41.8958,-87.6201"
Near North Side,"41.9036,-87.6433"
Uptown,"41.9652,-87.6575"
,"41.956,-87.6802"
Lake View,"41.9456,-87.6464"
Lake View,"41.9437,-87.6489"
Near West Side,"41.8846,-87.6446"
Lincoln Park,"41.9313,-87.6387"
West Town,"41.9005,-87.6967"
Hyde Park,"41.7952,-87.5807"
West Town,"41.8887,-87.6445"
Edgewater,"41.9948,-87.6603"
Loop,"41.8762,-87.6244"
Near West Side,"41.873,-87.6691"
,"41.89,-87.6381"
,"41.9067,-87.6348"
,"41.8915,-87.6268"
Lincoln Square,"41.9691,-87.6742"
,"41.8908,-87.6317"
Loop,"41.8726,-87.6335"
,"41.8947,-87.6344"
Near West Side,"41.8798,-87.6404"
,"41.902,-87.6284"
Loop,"41.8777,-87.6353"
Lincoln Park,"41.9198,-87.6489"
Lake View,"41.9357,-87.6636"
Rogers Park,"42.008,-87.6655"
,"41.8922,-87.612"
Lower West Side,"41.8538,-87.6466"
Lincoln Park,"41.9102,-87.6435"
Lincoln Park,"41.9117,-87.6268"
Logan Square,"41.916,-87.6773"
Loop,"41.8858,-87.6355"
,"41.8908,-87.6317"
Lincoln Park,"41.9108,-87.6506"
Lake View,"41.9495,-87.6465"
Lincoln Park,"41.9263,-87.6308"
Uptown,"41.9617,-87.6548"
Loop,"41.881,-87.6241"
West Town,"41.9077,-87.6726"
Near West Side,"41.8767,-87.6442"
,"41.9434,-87.6796"
West Englewood,"41.7741,-87.6638"
Lake View,"41.9491,-87.6486"
West Town,"41.8916,-87.6484"
Near North Side,"41.8877,-87.6363"
Loop,"41.8765,-87.6205"
Lake View,"41.9494,-87.6545"
,"41.9434,-87.6796"
,"41.8908,-87.6317"
Uptown,"41.9716,-87.6502"
Lower West Side,"41.8582,-87.6564"
Near West Side,"41.8695,-87.6555"
Lake View,"41.9495,-87.6465"
Hyde Park,"41.8024,-87.5869"
Edgewater,"41.9781,-87.6679"
Near West Side,"41.8783,-87.641"
West Town,"41.9034,-87.6678"
Lincoln Park,"41.9295,-87.6431"
Lincoln Park,"41.9139,-87.6488"
Lake View,"41.9401,-87.6455"
Loop,"41.881,-87.6241"
Lincoln Park,"41.9324,-87.6529"
Loop,"41.8708,-87.6257"
Loop,"41.8763,-87.6292"
,"41.903,-87.6313"
Near West Side,"41.8783,-87.641"
,"41.901,-87.6238"
Near West Side,"41.8783,-87.641"
,"41.8899,-87.6343"
Uptown,"41.9585,-87.655"
Near West Side,"41.8819,-87.6488"
West Town,"41.8916,-87.6484"
Loop,"41.8812,-87.6168"
Loop,"41.881,-87.6242"
Douglas,"41.8347,-87.6258"
Lincoln Park,"41.9117,-87.6268"
Lincoln Park,"41.9117,-87.6268"
Near North Side,"41.8962,-87.6309"
Lake View,"41.9397,-87.6589"
Uptown,"41.9652,-87.6581"
,"41.903,-87.6313"
,"41.89,-87.6366"
Near West Side,"41.8846,-87.6446"
Lower West Side,"41.858,-87.6408"
Near West Side,"41.8859,-87.6512"
Lincoln Park,"41.9034,-87.6346"
Near South Side,"41.866,-87.6074"
Lincoln Square,"41.9689,-87.684"
Lincoln Park,"41.918,-87.6566"
West Town,"41.8916,-87.6484"
Lincoln Park,"41.9117,-87.6268"
Lake View,"41.9437,-87.649"
Lincoln Park,"41.9117,-87.6268"
Loop,"41.881,-87.6167"
,"41.8923,-87.612"
,"41.8923,-87.612"
Near South Side,"41.8661,-87.6073"
,"41.8882,-87.6364"
West Town,"41.8984,-87.6866"
Douglas,"41.8347,-87.6258"
Logan Square,"41.9227,-87.6971"
Lincoln Park,"41.9263,-87.6308"
Lake View,"41.9376,-87.6441"
Lower West Side,"41.8582,-87.6565"
West Town,"41.8946,-87.6535"
Hyde Park,"41.7996,-87.5948"
Lincoln Park,"41.9289,-87.659"
Hyde Park,"41.7952,-87.5965"
Loop,"41.8777,-87.6353"
Near North Side,"41.8902,-87.6262"
Loop,"41.8782,-87.6319"
West Town,"41.9098,-87.7053"
Loop,"41.8847,-87.628"
Lincoln Park,"41.9117,-87.6268"
,"41.903,-87.6313"
Lake View,"41.9528,-87.65"
Loop,"41.8847,-87.628"
Lake View,"41.9437,-87.664"
,"41.8926,-87.6145"
,"41.9067,-87.6348"
Lake View,"41.9408,-87.6392"
Lake View,"41.9455,-87.6464"
Lake View,"41.9494,-87.6545"
Lincoln Park,"41.9117,-87.6268"
Englewood,"41.7929,-87.645"
Lincoln Park,"41.9259,-87.6493"
Near West Side,"41.8834,-87.6412"
,"41.903,-87.6313"
Lincoln Park,"41.9157,-87.6346"
,"41.8906,-87.6221"
Loop,"41.8849,-87.6307"
Lincoln Park,"41.9121,-87.6347"
Lincoln Park,"41.9117,-87.6268"
Lincoln Park,"41.9114,-87.6387"
Lake View,"41.9439,-87.6639"
Loop,"41.884,-87.6247"
Lincoln Park,"41.9114,-87.6387"
Lincoln Park,"41.9255,-87.6585"
Uptown,"41.964,-87.6382"
,"41.8926,-87.6145"
Loop,"41.886,-87.6241"
Loop,"41.8777,-87.6353"
Hermosa,"41.9246,-87.7278"
Near West Side,"41.8722,-87.6615"
,"41.8923,-87.612"
Douglas,"41.8362,-87.6135"
Lincoln Park,"41.9259,-87.6493"
Near North Side,"41.894,-87.6293"
Uptown,"41.9733,-87.6679"
Lower West Side,"41.8582,-87.6565"
,"41.901,-87.6239"
Hyde Park,"41.7996,-87.5948"
West Town,"41.9104,-87.6702"
New City,"41.8436,-87.6454"
Lincoln Park,"41.9287,-87.6538"
Lincoln Park,"41.9295,-87.6431"
Loop,"41.881,-87.6241"
Lincoln Park,"41.9222,-87.6389"
Lincoln Square,"41.9671,-87.679"
Logan Square,"41.9164,-87.6667"
,"41.8923,-87.612"
Loop,"41.886,-87.6243"
West Town,"41.9031,-87.6739"
West Town,"41.9013,-87.6774"
Near West Side,"41.8859,-87.6672"
Lincoln Park,"41.9263,-87.6308"
Logan Square,"41.916,-87.6773"
Near North Side,"41.8938,-87.6417"
,"41.89,-87.6366"
Lincoln Park,"41.9291,-87.6491"
Lincoln Park,"41.9117,-87.6268"
West Town,"41.9077,-87.6726"
Lincoln Park,"41.9222,-87.6389"
Lincoln Park,"41.9326,-87.6364"
,"41.8915,-87.6268"
Loop,"41.881,-87.6241"
Loop,"41.8813,-87.6295"
Loop,"41.8847,-87.6195"
Near North Side,"41.894,-87.6293"
Logan Square,"41.916,-87.6773"
Near West Side,"41.8831,-87.657"
Lake View,"41.9402,-87.653"
,"41.89,-87.6366"
Lincoln Park,"41.9239,-87.6358"
Near West Side,"41.873,-87.6691"
South Lawndale,"41.8538,-87.6957"
Lake View,"41.9494,-87.6545"
Near North Side,"41.8976,-87.6431"
Lincoln Park,"41.9182,-87.6438"
Near North Side,"41.8938,-87.6417"
West Town,"41.9104,-87.6972"
Lincoln Park,"41.9121,-87.6347"
Lincoln Park,"41.9199,-87.6488"
Near South Side,"41.8514,-87.6188"
Loop,"41.8778,-87.6241"
Lake View,"41.9433,-87.671"
,"41.8908,-87.6317"
Near West Side,"41.8746,-87.657"
,"41.8969,-87.6217"
Near West Side,"41.8613,-87.6566"
,"41.9359,-87.6784"
,"42.0326,-87.6791"
Lincoln Park,"41.9259,-87.639"
Loop,"41.8777,-87.6353"
Loop,"41.886,-87.6309"
Lincoln Park,"41.9181,-87.6437"
Uptown,"41.964,-87.6382"
Near West Side,"41.8831,-87.657"
Loop,"41.8782,-87.6319"
Douglas,"41.8362,-87.6135"
Loop,"41.8845,-87.6278"
Loop,"41.887,-87.6128"
Near North Side,"41.8908,-87.6315"
Loop,"41.8803,-87.6352"
Near South Side,"41.8563,-87.6134"
Lincoln Square,"41.9689,-87.684"
Lincoln Park,"41.912,-87.6319"
Lincoln Park,"41.9295,-87.6431"
Lake View,"41.9436,-87.6641"
Edgewater,"41.9839,-87.6603"
Lincoln Park,"41.9289,-87.659"
Lake View,"41.9401,-87.6455"
Loop,"41.8847,-87.628"
Lincoln Park,"41.9117,-87.6268"
Near South Side,"41.8578,-87.6246"
West Town,"41.9104,-87.6972"
Lincoln Park,"41.9259,-87.639"
Loop,"41.8833,-87.6365"
,"41.8923,-87.612"
,"41.8923,-87.612"
Uptown,"41.9733,-87.6679"
West Town,"41.8984,-87.6866"
West Town,"41.9034,-87.6678"
Lincoln Park,"41.9121,-87.6347"
Lower West Side,"41.8542,-87.6859"
Loop,"41.8698,-87.6239"
Near West Side,"41.8821,-87.6398"
Bridgeport,"41.8307,-87.6472"
,"41.8958,-87.6201"
,"41.8923,-87.612"
,"42.0482,-87.6835"
Near North Side,"41.8938,-87.6417"
Near South Side,"41.8672,-87.6261"
Loop,"41.8813,-87.6295"
Lincoln Park,"41.9183,-87.6363"
Loop,"41.8708,-87.6312"
Lincoln Park,"41.9218,-87.6441"
